catalog,glong,glat,size,comments,assoc_flag,assoc,Name,Alias,Simbad_comments,VGPS Exclude,MAGPIS Exclude,Parallax,magpis,nvss_match,Cornish,Yusef 20cm GC,Lang Radio,Lang Paschen,THOR
observe,340.884,-0.364068,29.9142,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,340.894,-0.364464,29.9142,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,340.91,0.16705,131.387,,0,,ATCA790,,,0,1,,0,0,0,0,0,0,0
observe,340.951,-1.09455,268.41,,1,G340.777-01.008,NR096; SHRDS934,,,0,1,,0,0,0,0,0,0,0
no_radio,340.959,0.175973,42.3898,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,340.973,-0.999568,32.3472,,1,G340.777-01.008,,,,0,1,,0,0,0,0,0,0,0
observe,341.005,-1.02388,170.287,,1,G340.777-01.008,NR097; SHRDS935,,,0,1,,0,0,0,0,0,0,0
no_radio,341.05,-0.29713,59.1821,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.071,-1.12717,127.541,,1,G340.777-01.008,NR098; SHRDS936,,,0,1,,0,0,0,0,0,0,0
no_radio,341.085,-0.14435,48.0397,,0,,,,,0,1,,0,0,0,0,0,0,0
known,341.09,-0.0166258,393.612,obs location poor but ok,0,,ATCA791; G341.050-00.100,,,0,1,,0,0,0,0,0,0,0
no_radio,341.121,0.141915,44.6169,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.125,-0.187882,282.442,,0,,ATCA792,,,0,1,,0,0,0,0,0,0,0
no_radio,341.128,-0.345379,39.367,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.131,-0.353692,39.367,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.151,-0.399421,410.915,,0,,ATCA793,,,0,1,,0,0,0,0,0,0,0
no_radio,341.154,-0.0378109,44.0799,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.19,-2.13131,1115.86,,0,,NR099; SHRDS937,,,0,1,,0,0,0,0,0,0,0
observe,341.207,-0.231448,58.1148,,0,,ATCA794,,,0,1,,0,0,0,0,0,0,0
no_radio,341.208,-0.251813,26.2635,,1,ATCA794,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.218,-0.212513,21.3793,,1,ATCA794,,,,0,1,,0,0,0,0,0,0,0
observe,341.238,0.335306,72.3994,,0,,ATCA795,,,0,1,,0,0,0,0,0,0,0
no_radio,341.265,-0.307546,28.9273,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.27,0.0667061,27.6818,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.271,-0.264716,73.9521,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.276,-0.292183,24.0047,,0,,,,,0,1,,0,0,0,0,0,0,0
known,341.283,-0.352038,146.072,obs between,0,,G341.264-00.317,,,0,1,,0,0,0,0,0,0,0
no_radio,341.286,0.159029,86.7705,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.289,-0.0822904,21.8629,,0,,,,,0,1,,0,0,0,0,0,0,0
known,341.305,-0.305897,128.438,obs between,0,,G341.264-00.317,,,0,1,,0,0,0,0,0,0,0
observe,341.311,0.193518,60.0369,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.314,0.190422,22.3333,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.358,-0.286299,91.8986,,0,,ATCA796,,,0,1,,0,0,0,0,0,0,0
observe,341.364,0.147903,117.648,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.427,-0.331756,73.5562,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.438,0.383537,84.1719,v.v. Faint  if present,0,,ATCA797,,,0,1,,0,0,0,0,0,0,0
no_radio,341.46,-0.289331,23.1,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.462,-0.257445,23.4027,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.582,-0.267202,28.1571,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.598,0.0685919,78.1525,faint? anything?,0,,ATCA798,,,0,1,,0,0,0,0,0,0,0
no_radio,341.61,-0.100586,45.4086,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.653,0.0533772,29.1863,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.668,-0.397629,199.54,,0,,ATCA799,,,0,1,,0,0,0,0,0,0,0
no_radio,341.689,0.0461463,12.3185,,1,ATCA800,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.696,-0.0836655,39.9273,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.701,0.0506472,59.0718,,0,,ATCA800,,,0,1,,0,0,0,0,0,0,0
no_radio,341.718,-0.0427989,22.9357,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.728,-0.0570386,19.9434,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.868,-0.0617875,171.923,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.9,-0.476684,22.8805,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.912,-0.455814,22.8805,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,341.916,0.173734,60.7234,?,0,,ATCA801,,,0,1,,0,0,0,0,0,0,0
no_radio,341.927,-0.170088,21.4308,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.934,-0.165533,21.4308,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,341.94166,-3.8598919,203.44914,,0,,NR101; SHRDS938,,,1,1,,0,0,0,0,0,0,0
observe,341.962,0.43751,131.284,,0,,ATCA802,,,0,1,,0,0,0,0,0,0,0
observe,341.968,-0.579426,151.218,,0,,ATCA803,,,0,1,,0,0,0,0,0,0,0
known,341.968,0.224829,99.5328,,0,,G341.963+00.205,,,0,1,,0,0,0,0,0,0,0
observe,341.983,-0.445043,170.68,,0,,ATCA804,,,0,1,,0,0,0,0,0,0,0
no_radio,342.004,0.25041,96.6566,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.027,-0.0695353,30.2969,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.048,-0.447951,19.5528,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.05,-0.502506,110.447,,0,,ATCA805,,,0,1,,0,0,0,0,0,0,0
known,342.062,0.417372,175.006,,0,,G342.085+00.423; caswell23,,,0,1,,0,0,0,0,0,0,0
no_radio,342.102,0.500526,44.321,no real radio  but v. bright area,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.11759,-3.7123839,184.41986,,0,,NR102; SHRDS939,,,1,1,,0,0,0,0,0,0,0
observe,342.12,0.00199056,295.19,,0,,ATCA806,,,0,1,,0,0,0,0,0,0,0
no_radio,342.125,0.494096,44.321,no real radio  but v. bright area,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.139,0.430716,78.8981,no real radio  but v. bright area,0,,ATCA807,,,0,1,,0,0,0,0,0,0,0
observe,342.213,-1.15274,76.6469,,0,,NR103; SHRDS940,,,0,1,,0,0,0,0,0,0,0
no_radio,342.248,0.305163,39.9063,,1,G342.300+00.314,,,,0,1,,0,0,0,0,0,0,0
known,342.277,0.311688,332.357,,0,,G342.300+00.314,,,0,1,,0,0,0,0,0,0,0
no_radio,342.319,0.0974138,20.7783,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.349,0.100808,20.7783,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.352,0.144394,37.012,,0,,,,,0,1,,0,0,0,0,0,0,0
known,342.354,-0.0463258,123.513,,0,,G342.382-00.044; G342.354-00.047,,,0,1,,0,0,0,0,0,0,0
observe,342.354,0.25729,38.1543,,0,,,,,0,1,,0,0,0,0,0,0,0
known,342.356,0.41016,275.982,,1,G342.300+00.314,,,,0,1,,0,0,0,0,0,0,0
observe,342.36,0.107718,66.7704,,0,,ATCA808,,,0,1,,0,0,0,0,0,0,0
no_radio,342.363,0.124745,20.7783,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.377,0.133319,15.686,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.384,0.122244,20.7783,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.388,0.0747275,68.9382,,0,,ATCA809; SHRDS1238,,,0,1,,0,0,0,0,0,0,0
no_radio,342.389,0.125102,20.7783,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.395,0.199157,26.803,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.429,-0.045085,61.5385,,0,,ATCA810,,,0,1,,0,0,0,0,0,0,0
observe,342.432,-0.232188,99.5328,,0,,ATCA811,,,0,1,,0,0,0,0,0,0,0
observe,342.438,-0.0600867,43.7984,,0,,ATCA812; SHRDS1239,,,0,1,,0,0,0,0,0,0,0
observe,342.45,0.168331,38.3244,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.489,0.183599,25.1689,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.492,0.986735,155.559,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.494,0.175551,25.1689,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.496,0.183186,25.1689,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.503,0.0420797,159.52,,0,,ATCA813,,,0,1,,0,0,0,0,0,0,0
no_radio,342.507,0.142951,34.0126,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.547,-0.983199,64.7015,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.567,0.737478,113.993,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.7,0.155358,97.0546,,0,,ATCA814,,,0,1,,0,0,0,0,0,0,0
no_radio,342.701,0.134826,30.456,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.705,0.126039,49.7961,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.738,-0.0836553,73.9569,,0,,ATCA815,,,0,1,,0,0,0,0,0,0,0
no_radio,342.809,-0.0305525,52.8942,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.819,-0.0289775,26.5197,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.829,-0.0313403,37.0756,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,342.862,-0.173572,25.3013,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.903,-0.0826633,50.4979,,0,,ATCA816,,,0,1,,0,0,0,0,0,0,0
no_radio,342.916,-0.119542,82.8017,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,342.957,0.0144314,704.84,,0,,ATCA817,,,0,1,,0,0,0,0,0,0,0
observe,343.07,2.60171,441.966,brc,0,,GS001,,,1,1,,0,0,0,0,0,0,0
known,343.147,-0.442032,374.782,,0,,G343.150-00.402,,,0,1,,0,0,0,0,0,0,0
no_radio,343.16,0.0497758,32.646,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.224,-0.0640231,97.4951,,0,,SHRDS1240,,,0,1,,0,0,0,0,0,0,0
observe,343.234,-0.0770453,21.3668,,0,,SHRDS1240_2,,,0,1,,0,0,0,0,0,0,0
no_radio,343.248,0.708251,23.1797,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.251,0.733843,55.8542,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.293,0.162982,17.9457,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.297,0.173808,30.8658,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.324,0.440827,54.3736,,0,,,,,0,1,,0,0,0,0,0,0,0
known,343.328,0.00910917,586.116,,1,G343.490-00.033,,,,0,1,,0,0,0,0,0,0,0
observe,343.344,-0.329853,173.831,,0,,GS002,,,0,1,,0,0,0,0,0,0,0
no_radio,343.35,0.27329,71.0286,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.351,0.312306,85.2937,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.352,-0.0801308,56.5046,,0,,GS003; SHRDS1241,,,0,1,,0,0,0,0,0,0,0
observe,343.353,-0.0671393,29.7148,,1,GS003; SHRDS1241,GS004,,,0,1,,0,0,0,0,0,0,0
no_radio,343.355,-0.100267,35.9616,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.367,-0.235702,61.0522,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.387,-0.516848,46.6695,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.419,-0.144926,35.5628,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.45,-0.535905,159.224,,0,,,,,0,1,,0,0,0,0,0,0,0
known,343.48,-0.0423594,277.421,,0,,G343.490-00.033,,,0,1,,0,0,0,0,0,0,0
no_radio,343.484,0.044217,45.5775,,1,G343.490-00.033,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.497,0.0256393,16.3069,,1,G343.490-00.033,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.498,0.0342136,26.2577,,1,G343.490-00.033,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.502,-0.477831,25.3725,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.503,-0.0158035,32.8218,,1,G343.490-00.033,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.518,0.133252,43.1118,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.521,-0.517455,63.8722,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.521,-0.00329919,37.3148,,1,G343.490-00.033,,,,0,1,,0,0,0,0,0,0,0
known,343.591,-0.1489,75.8414,,0,,FA604,,,0,1,,0,0,0,0,0,0,0
observe,343.615,0.955006,88.7659,,0,,GS005,,,0,1,,0,0,0,0,0,0,0
observe,343.636,-0.149728,205.218,,0,,GS006,,,0,1,,0,0,0,0,0,0,0
no_radio,343.687,-0.0231747,100.994,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.708,-0.123993,108.271,,0,,GS007,,,0,1,,0,0,0,0,0,0,0
known,343.712,-0.209927,143.327,,0,,FA606,,,0,1,,0,0,0,0,0,0,0
no_radio,343.721,-0.222631,28.054,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,343.723,-0.404129,77.4003,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,343.803,0.214077,91.5237,,0,,GS008,,,0,1,,0,0,0,0,0,0,0
observe,343.811,0.151077,78.3066,,0,,GS009,,,0,1,,0,0,0,0,0,0,0
known,343.855,-0.225273,207.68,,0,,FA608,,,0,1,,0,0,0,0,0,0,0
known,343.855,-0.102993,86.1441,,0,,FA605,,,0,1,,0,0,0,0,0,0,0
known,343.912,0.116246,91.4085,,0,,FA603,,,0,1,,0,0,0,0,0,0,0
known,343.914,-0.645275,229.353,,0,,G343.926-00.642; caswell24,,,0,1,,0,0,0,0,0,0,0
no_radio,343.961,-0.182617,54.5003,,0,,,,,0,1,,0,0,0,0,0,0,0
known,344.103,-0.670458,140.244,,0,,FA612,,,0,1,,0,0,0,0,0,0,0
no_radio,344.163,-0.330329,285.943,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.176,-0.219534,194.604,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.192,-0.683263,73.0498,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.199,-0.545139,68.8807,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.202,0.137801,101.165,,0,,,,,0,1,,0,0,0,0,0,0,0
known,344.224,-0.593571,90.8767,,0,,G344.226-00.588,,,0,1,,0,0,0,0,0,0,0
no_radio,344.248,-0.257408,292.508,,0,,,,,0,1,,0,0,0,0,0,0,0
known,344.366,-0.261532,256.397,,0,,FA610,,,0,1,,0,0,0,0,0,0,0
observe,344.392,-0.12697,278.261,,0,,,,,0,1,,0,0,0,0,0,0,0
known,344.424,0.0446034,95.5167,,0,,G344.439+00.048; caswell25,,,0,1,,0,0,0,0,0,0,0
observe,344.472,-0.556124,374.908,,0,,GS010,,,0,1,,0,0,0,0,0,0,0
no_radio,344.502,-0.337034,43.5768,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,344.517,-1.11571,518.29,,0,,NR104; SHRDS941,,,0,1,,0,0,0,0,0,0,0
no_radio,344.528,-0.293883,273.689,,0,,,,,0,1,,0,0,0,0,0,0,0
known,344.583,-0.0346486,94.2143,,0,,FA609,,,0,1,,0,0,0,0,0,0,0
known,344.638,1.62093,1344.67,,1,G345.404+01.406,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.657,-0.4947,121.709,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,344.753,-0.54725,350.892,,0,,GS011,,,0,1,,0,0,0,0,0,0,0
no_radio,344.781,-0.216747,100.994,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.784,-0.10695,195.95,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,344.803,-0.256022,107.332,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,344.88,-0.184867,81.5158,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.938,-0.226382,56.7834,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,344.943,0.200192,45.7392,,0,,,,,0,1,,0,0,0,0,0,0,0
known,344.989,-0.276935,27.1809,,0,,FA613,,,0,1,,0,0,0,0,0,0,0
known,344.989,-0.268897,14.5768,,0,,FA613,,,0,1,,0,0,0,0,0,0,0
known,344.993,-0.264431,41.0924,,0,,FA613,,,0,1,,0,0,0,0,0,0,0
no_radio,345.002,1.81095,100.994,,1,G345.404+01.406; G345.032+01.543,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.004,-0.223703,65,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.022,-0.0528683,75.3055,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.029,1.7647,100.994,,1,G345.404+01.406; G345.032+01.543,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.046,1.0373,61.3308,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.088,1.70163,100.994,,1,G345.404+01.406; G345.032+01.543,,,,0,1,,0,0,0,0,0,0,0
known,345.094,-0.778863,670.491,,0,,G345.215-00.749,,,0,1,,0,0,0,0,0,0,0
known,345.095,0.136413,95.0284,,0,,FA611,,,0,1,,0,0,0,0,0,0,0
observe,345.099,-0.608366,78.9592,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.133,-0.174366,47.4082,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.202,1.02796,178.581,,0,,G345.231+01.035; G345.233+01.042,,,0,1,,0,0,0,0,0,0,0
observe,345.211,-0.537917,50.3207,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.224,1.03173,37.3205,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.227,-0.557949,38.9899,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.235,1.40806,1371.77,,0,,G345.404+01.406,,,0,1,,0,0,0,0,0,0,0
no_radio,345.236,-0.405783,85.7693,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.247,-0.596452,81.8593,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.281,0.939884,127.109,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.284,1.46312,132.232,,0,,G345.308+01.471; G345.310+01.473,,,0,1,,0,0,0,0,0,0,0
known,345.324,1.02266,132.232,,0,,G345.308+01.471; G345.310+01.473,,,0,1,,0,0,0,0,0,0,0
known,345.338,1.44292,132.232,,1,G345.404+01.406; G345.032+01.543; G345.310+01.473,,,,0,1,,0,0,0,0,0,0,0
observe,345.34,-0.0130792,587.807,,0,,GS012,,,0,1,,0,0,0,0,0,0,0
known,345.342,-0.916191,34.5922,,1,G345.425-00.940; G345.426-00.934,,,,0,1,,0,0,0,0,0,0,0
known,345.346,-0.899524,127.915,,1,G345.425-00.940; G345.426-00.934,,,,0,1,,0,0,0,0,0,0,0
known,345.35,-0.904107,34.5922,,1,G345.425-00.940; G345.426-00.934,,,,0,1,,0,0,0,0,0,0,0
known,345.372,1.02427,132.232,,1,G345.231+01.035; G345.233+01.042,,,,0,1,,0,0,0,0,0,0,0
known,345.372,1.0607,90,,1,G345.231+01.035; G345.233+01.042,,,,0,1,,0,0,0,0,0,0,0
known,345.377,-0.903274,34.5922,,1,G345.425-00.940; G345.426-00.934,,,,0,1,,0,0,0,0,0,0,0
known,345.391,1.39886,144.023,,0,,G345.404+01.406; G345.032+01.543; G345.310+01.473,,,0,1,,0,0,0,0,0,0,0
known,345.395,1.51159,88.0485,,1,G345.404+01.406; G345.032+01.543; G345.310+01.473,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.4,-0.828368,76.9069,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,345.402,0.103425,23.369,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.41,-0.952316,326.585,,0,,G345.425-00.940; G345.426-00.934,RCW117,,0,1,,0,0,0,0,0,0,0
known,345.432,0.207566,69.786,,0,,G345.450+00.209,,,0,1,,0,0,0,0,0,0,0
known,345.462,-0.919523,34.5922,,1,G345.425-00.940; G345.426-00.934,,,,0,1,,0,0,0,0,0,0,0
known,345.463,1.45885,88.0485,,1,G345.404+01.406; G345.032+01.543; G345.310+01.473,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.477,-0.220949,24.9284,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.486,0.315589,40.8902,obs between,0,,G345.490+00.310,,,0,1,,0,0,0,0,0,0,0
known,345.486,0.399978,168.282,,1,G345.495+00.326,,,,0,1,,0,0,0,0,0,0,0
known,345.491,0.35453,53.2199,,0,,G345.495+00.326,,,0,1,,0,0,0,0,0,0,0
known,345.493,0.303799,57.2494,obs between,0,,G345.490+00.310,,,0,1,,0,0,0,0,0,0,0
known,345.495,1.46594,88.0485,,1,G345.404+01.406; G345.032+01.543; G345.310+01.473,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.503,-0.865033,47.66,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.504,0.347742,32.5816,,1,G345.495+00.326,,,,0,1,,0,0,0,0,0,0,0
observe,345.51,0.160218,32.2712,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.518,0.260924,34.9824,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.522,-1.19647,453.642,,0,,NR106; SHRDS942,,,0,1,,0,0,0,0,0,0,0
known,345.529,-0.0482857,47.3378,,1,G345.555-00.042,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.535,-0.0613258,28.4608,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.54,1.49838,88.0485,,1,G345.404+01.406; G345.032+01.543; G345.310+01.473,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.564,-0.273533,251.776,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.586,-0.0393694,142.372,obs between,0,,G345.555-00.042,,,0,1,,0,0,0,0,0,0,0
known,345.598,1.51098,215.545,,1,G345.404+01.406; G345.032+01.543; G345.310+01.473,,,,0,1,,0,0,0,0,0,0,0
observe,345.599,-0.220201,54.6372,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.631,-0.233536,57.095,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.648,0.0158434,21.1845,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.651,0.0153774,98.2453,,0,,G345.645+00.010,,,0,1,,0,0,0,0,0,0,0
observe,345.656,-0.0156158,48.1392,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,345.669,-0.95395,246.604,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.673,-0.129699,331.268,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.696,-0.0543658,80.3972,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.7,-0.0118653,52.4688,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.711,0.159885,119.439,,0,,FA614,,,0,1,,0,0,0,0,0,0,0
no_radio,345.743,0.0656347,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.751,0.0718825,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.755,-0.00415861,31.6264,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,345.761,-0.465617,715.757,,0,,GS013,,,0,1,,0,0,0,0,0,0,0
no_radio,345.77,-0.0118664,37.8996,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.783,-0.171866,55.1078,,0,,,,,0,1,,0,0,0,0,0,0,0
known,345.81,0.0467468,74.6072,,0,,G345.827+00.041,,,0,1,,0,0,0,0,0,0,0
no_radio,345.832,-0.120201,45.2235,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.833,0.045675,22.1668,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.839,0.0115562,26.2676,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.849,0.0204878,31.1421,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.854,-0.322201,94.9896,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.863,-0.1877,27.4052,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,345.864,-1.10268,53.6235,,0,,NR107; SHRDS1231,,,0,1,,0,0,0,0,0,0,0
observe,345.895,-1.1078,77.0162,,0,,NR108; SHRDS943,,,0,1,,0,0,0,0,0,0,0
no_radio,345.909,0.0139667,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.915,-0.256449,134,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.917,0.00105084,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.917,0.00480528,99.2538,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.927,-0.128533,36.1737,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.936,-0.0193683,36.1737,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.946,-0.554265,121.767,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.958,0.0302172,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,345.997,-0.0231161,55.2306,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,345.999,-0.104367,36.1737,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,346.039,0.0481328,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,346.041,0.0864667,60.1253,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,346.048,-0.0881186,69.2068,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,346.055,0.0660492,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
known,346.056,-0.0197317,68.6031,,0,,FA616,,,0,1,,0,0,0,0,0,0,0
no_radio,346.059,0.00813278,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,346.071,-0.497125,99.115,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,346.075,0.0814675,45.2156,,0,,,,,0,1,,0,0,0,0,0,0,0
known,346.078,-0.0566197,60.8922,,0,,FA619,,,0,1,,0,0,0,0,0,0,0
known,346.095,-0.360356,63.7218,obs between,0,,FA624,,,0,1,,0,0,0,0,0,0,0
known,346.107,-0.00997222,148.751,,0,,G346.109-00.028,,,0,1,,0,0,0,0,0,0,0
known,346.109,-0.371253,39.1766,obs between,0,,FA624,,,0,1,,0,0,0,0,0,0,0
observe,346.112,-0.110616,80.9338,,0,,,,,0,1,,0,0,0,0,0,0,0
known,346.153,0.0406058,61.3758,,0,,FA618,,,0,1,,0,0,0,0,0,0,0
observe,346.188,0.124383,66.2546,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,346.196,0.0402167,30.1136,,0,,,,,0,1,,0,0,0,0,0,0,0
